"time";"SPY"
"344";"2013-3-4";0.0263087248322147
"345";"2013-3-11";0.0203374313366467
"346";"2013-3-18";-0.00679356533999873
"347";"2013-3-25";-0.000129057236884624
"348";"2013-4-2";0.0120684091642466
"349";"2013-4-9";-0.00044637163627084
"350";"2013-4-16";0.00421052631578945
"351";"2013-4-23";0.00235054952036087
"352";"2013-4-30";0.0120420839143111
"353";"2013-5-7";0.0182865731462925
"354";"2013-5-14";0.0161746617466174
"355";"2013-5-21";0.0117412092235066
"356";"2013-5-29";-0.01166477238739
"357";"2013-6-5";-0.0239075172497276
"358";"2013-6-12";0.00297637502325287
"359";"2013-6-19";0.0105100463678516
"360";"2013-6-26";-0.020250841235852
"361";"2013-7-3";0.0071187710753092
"362";"2013-7-11";0.0381944444444444
"363";"2013-7-18";0.00854037267080749
"364";"2013-7-25";0.000355302895718614
"365";"2013-8-1";0.0102409281951103
"366";"2013-8-8";-0.00503925934606812
"367";"2013-8-15";-0.0201413427561838
"368";"2013-8-22";-0.00192330808991461
"369";"2013-8-29";-0.0113814283993738
"370";"2013-9-6";0.0113906316623013
"371";"2013-9-13";0.0198145025295111
"372";"2013-9-20";0.00820882300832685
"373";"2013-9-27";-0.0106021555763824
"374";"2013-10-4";-0.000118406251850158
"375";"2013-10-11";0.00811178873823201
"376";"2013-10-18";0.024257018677317
"377";"2013-10-25";0.00894546705659729
"378";"2013-11-1";0.00147769252628599
"379";"2013-11-8";0.00612905056466707
"380";"2013-11-15";0.0155677139150545
"381";"2013-11-22";0.00422104970841428
"382";"2013-12-2";-0.00154858691444058
"383";"2013-12-9";0.00481914363263726
"384";"2013-12-16";-0.0120176405733187
"385";"2013-12-23";0.0184689208793662
"386";"2013-12-31";0.0118336711773407
"387";"2014-1-8";-0.00633493962856672
"388";"2014-1-15";0.00621185701830856
"389";"2014-1-23";-0.0101267193761508
"390";"2014-1-30";-0.0194759013075114
"391";"2014-2-6";-0.00976399040339229
"392";"2014-2-13";0.0311584403876493
"393";"2014-2-21";0.00480848041090648
"394";"2014-2-28";0.0130512806569145
"395";"2014-3-7";0.0105749100864244
"396";"2014-3-14";-0.0191224901731647
"397";"2014-3-21";0.00833965125094764
"398";"2014-3-28";-0.00381310418904393
"399";"2014-4-4";0.00490592484770067
"400";"2014-4-11";-0.0262339055793992
"401";"2014-4-21";0.0304666409564211
"402";"2014-4-28";-0.000855431993156526
"403";"2014-5-5";0.00824058219178078
"404";"2014-5-12";0.00721791741853314
"405";"2014-5-19";-0.00548002950785115
"406";"2014-5-27";0.0147292571791883
"407";"2014-6-3";0.00668337510442774
"408";"2014-6-10";0.0145228215767634
"409";"2014-6-17";-0.00393660531697332
"410";"2014-6-24";-0.000667248370374295
"411";"2014-7-1";0.0119671289162815
"412";"2014-7-9";0.000456783230980071
"413";"2014-7-16";0.00426136363636365
"414";"2014-7-23";0.00343503738128904
"415";"2014-7-30";-0.00835682641965363
"416";"2014-8-6";-0.0249263884658341
"417";"2014-8-13";0.014421825376165
"418";"2014-8-20";0.0209402586737835
"419";"2014-8-27";0.0066861049668209
"420";"2014-9-4";-0.000199750312109823
"421";"2014-9-11";0.000449527995604632
"422";"2014-9-18";0.00758861707438833
"423";"2014-9-25";-0.0271529085323555
"424";"2014-10-2";-0.00998268310074365
"425";"2014-10-9";-0.00843708200432136
"426";"2014-10-16";-0.0335685379267407
"427";"2014-10-23";0.0464916519031513
"428";"2014-10-30";0.0228287077412404
"429";"2014-11-6";0.0189086167118067
"430";"2014-11-13";0.00511936992370166
"431";"2014-11-20";0.00680738527841723
"432";"2014-11-28";0.00788014398287759
"433";"2014-12-5";0.00386100386100392
"434";"2014-12-12";-0.0341826923076924
"435";"2014-12-19";0.0280252874707553
"436";"2014-12-29";0.0106527212860739
"437";"2015-1-6";-0.0426408585665006
"438";"2015-1-13";0.0113101791612452
"439";"2015-1-21";0.00494853523357086
"440";"2015-1-28";-0.0144770533779792
"441";"2015-2-4";0.019586289597282
"442";"2015-2-11";0.0140644908360286
"443";"2015-2-19";0.014739283815783
"444";"2015-2-26";0.00666730164777601
"445";"2015-3-5";-0.00435235121581979
"446";"2015-3-12";-0.0159650289841301
"447";"2015-3-19";0.0115886045388701
"448";"2015-3-26";-0.0201909307875895
"449";"2015-4-2";0.00569981000633306
"450";"2015-4-10";0.0174384809145514
"451";"2015-4-17";-0.00995048562178634
"452";"2015-4-24";0.017792738639096
"453";"2015-5-1";-0.00439404677533667
"454";"2015-5-8";0.0042710706150342
